pair,dataset,method,idx,id,score,budget,failure_bucket,run_dir
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.3,47,7140432f1c424674d04ea819fa63f85aa4f154d72ab66285,0.0,0.324914,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.3_0625_1621
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.3,48,3292d2bcbbf8fc4816d168bcb7f81c13341198da1e88b903,0.0,0.325267,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.3_0625_1621
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.3,49,5421c1e591296d64636a7e99fbfe98dddfed0f83d2053380,0.0,0.32508,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.3_0625_1621
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.3,50,f67db35cb225c73bb753006bd14fab03942bbe0157a74979,0.0,0.325026,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.3_0625_1621
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,0,41ac2a4beb0af8f58d01863a62b90692f7c7d74b5e3a58d9,0.0,0.325014,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,1,3924e4ac5039ce3fadda49604bfcb0f5238af81774616e53,0.0,0.325,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,2,2c952e3e1ca394df975103b3135b3c38e0ee16e25d860258,0.0,0.325061,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,4,4b28d517ce1c1e3cfec9282ca7b212c1cb87c254781d7c86,0.0,0.325013,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,5,81cd47ec621f2228d8bb4ec351ffd6b23d23107e5b287ffb,0.0,0.325053,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,6,048e82b64b5651b74d452db7151c2110a718128dfd12a774,0.0,0.325026,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,7,c8fd8db4d295aef41a9434299a8eeffb9af5e2bbcde4f13a,0.0,0.324991,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,11,37022dee1597491021c2aa7522276a600eb0dd316f12cbb6,0.0,0.325,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,12,90f7f51f0c27f041e730cf8893f79f3f40fcb0aab1820a4d,0.0,0.325083,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,13,ee29eb2556135405fa19a48b0abdff0aceddef7594169c33,0.0,0.324963,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,14,2a398d925d3607c94ffb2d0cf9fe2fe6da6e9970ce95578a,0.0,0.325045,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,15,8d3cf7916a2f8a2762de13a9520b6350e46464fbf7f63dd5,0.0,0.324973,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,16,5844352bd3fe5898756970abec3099ec694be6ad15c498db,0.0,0.325187,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,18,cc32d31bbeb3e0d8787e963cf0843ae6b22f33817eb5a587,0.0,0.325252,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,20,236eb4a8c2ba63d96ed3b6aec9ff7b00fa5e4df1173dd01c,0.0,0.324928,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,24,655c0c4e465b47d7fd829d3a487705991f4c059cee3c9aed,0.0,0.325,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,25,8720ebfc91b6860392a2b7b0ba954b0cd16ffd8c360a1f2b,0.0,0.32506,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,28,33e3bc2dc011e79c047553153b1ab176c6a08f923af245ec,0.0,0.324971,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,29,6275ba9fee197d2fab82671a4497b4764a461c2c7c33ac0b,0.0,0.324946,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,32,47ed89f40cae521df8767b1b7077fe9c547c10fd8bf1c6b2,0.0,0.324994,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,34,0ef1c3ac6b07212a6d5a91bfab2c12f2823412f10f667616,0.0,0.325063,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,37,6e7d2d0700c8ec6fc15dc188c42d8104b89935219254fdaf,0.0,0.325,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,38,9a0ab728b48d43221f196b43d2816a4dff4142fd0054a4eb,0.0,0.32501,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,39,6e7c0185fda0b6211274db748205994ee1468cfb30e2023d,0.0,0.324944,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,40,55acb15a501d22031778ff4ccb655e787668b617d911daa9,0.0,0.324945,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,45,5ff6349ea0b2ecb882f535ff3cec2f9c012d3468fb7b912e,0.0,0.325031,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,46,314e76591d11d30d2bd59b2f12b671e873b786656f19956d,0.0,0.325063,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,47,7140432f1c424674d04ea819fa63f85aa4f154d72ab66285,0.0,0.324914,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,48,3292d2bcbbf8fc4816d168bcb7f81c13341198da1e88b903,0.0,0.325267,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.3,49,5421c1e591296d64636a7e99fbfe98dddfed0f83d2053380,0.0,0.32508,fixed_budget_may_be_tight,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.3_0625_1609
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,1,3924e4ac5039ce3fadda49604bfcb0f5238af81774616e53,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,2,2c952e3e1ca394df975103b3135b3c38e0ee16e25d860258,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,4,4b28d517ce1c1e3cfec9282ca7b212c1cb87c254781d7c86,0.0,0.517924,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,5,81cd47ec621f2228d8bb4ec351ffd6b23d23107e5b287ffb,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,6,048e82b64b5651b74d452db7151c2110a718128dfd12a774,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,7,c8fd8db4d295aef41a9434299a8eeffb9af5e2bbcde4f13a,0.0,0.517813,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,11,37022dee1597491021c2aa7522276a600eb0dd316f12cbb6,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,12,90f7f51f0c27f041e730cf8893f79f3f40fcb0aab1820a4d,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,13,ee29eb2556135405fa19a48b0abdff0aceddef7594169c33,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,14,2a398d925d3607c94ffb2d0cf9fe2fe6da6e9970ce95578a,0.0,0.517931,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,15,8d3cf7916a2f8a2762de13a9520b6350e46464fbf7f63dd5,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,16,5844352bd3fe5898756970abec3099ec694be6ad15c498db,0.0,0.517671,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,18,cc32d31bbeb3e0d8787e963cf0843ae6b22f33817eb5a587,0.0,0.517438,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,20,236eb4a8c2ba63d96ed3b6aec9ff7b00fa5e4df1173dd01c,0.0,0.517737,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,24,655c0c4e465b47d7fd829d3a487705991f4c059cee3c9aed,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,25,8720ebfc91b6860392a2b7b0ba954b0cd16ffd8c360a1f2b,0.0,0.518158,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,28,33e3bc2dc011e79c047553153b1ab176c6a08f923af245ec,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,32,47ed89f40cae521df8767b1b7077fe9c547c10fd8bf1c6b2,0.0,0.517887,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,34,0ef1c3ac6b07212a6d5a91bfab2c12f2823412f10f667616,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,37,6e7d2d0700c8ec6fc15dc188c42d8104b89935219254fdaf,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,38,9a0ab728b48d43221f196b43d2816a4dff4142fd0054a4eb,0.0,0.517806,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,39,6e7c0185fda0b6211274db748205994ee1468cfb30e2023d,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,40,55acb15a501d22031778ff4ccb655e787668b617d911daa9,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,45,5ff6349ea0b2ecb882f535ff3cec2f9c012d3468fb7b912e,0.0,0.517806,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,46,314e76591d11d30d2bd59b2f12b671e873b786656f19956d,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,47,7140432f1c424674d04ea819fa63f85aa4f154d72ab66285,0.0,0.517943,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,48,3292d2bcbbf8fc4816d168bcb7f81c13341198da1e88b903,0.0,0.51759,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,49,5421c1e591296d64636a7e99fbfe98dddfed0f83d2053380,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,50,f67db35cb225c73bb753006bd14fab03942bbe0157a74979,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w8 r=0.5,51,96500ef697df70106798988a9065594622cdeff67156cd20,0.0,0.517857,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w8_r0.5_0625_1613
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,1,3924e4ac5039ce3fadda49604bfcb0f5238af81774616e53,0.0,0.710714,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,2,2c952e3e1ca394df975103b3135b3c38e0ee16e25d860258,0.0,0.710654,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,4,4b28d517ce1c1e3cfec9282ca7b212c1cb87c254781d7c86,0.0,0.710701,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,5,81cd47ec621f2228d8bb4ec351ffd6b23d23107e5b287ffb,0.0,0.710662,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,6,048e82b64b5651b74d452db7151c2110a718128dfd12a774,0.0,0.710688,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,7,c8fd8db4d295aef41a9434299a8eeffb9af5e2bbcde4f13a,0.0,0.710723,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,11,37022dee1597491021c2aa7522276a600eb0dd316f12cbb6,0.0,0.710714,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,12,90f7f51f0c27f041e730cf8893f79f3f40fcb0aab1820a4d,0.0,0.710631,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,13,ee29eb2556135405fa19a48b0abdff0aceddef7594169c33,0.0,0.710752,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,14,2a398d925d3607c94ffb2d0cf9fe2fe6da6e9970ce95578a,0.0,0.71067,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,15,8d3cf7916a2f8a2762de13a9520b6350e46464fbf7f63dd5,0.0,0.710741,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,16,5844352bd3fe5898756970abec3099ec694be6ad15c498db,0.0,0.710528,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,18,cc32d31bbeb3e0d8787e963cf0843ae6b22f33817eb5a587,0.0,0.710463,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,20,236eb4a8c2ba63d96ed3b6aec9ff7b00fa5e4df1173dd01c,0.0,0.710786,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,24,655c0c4e465b47d7fd829d3a487705991f4c059cee3c9aed,0.0,0.710714,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,25,8720ebfc91b6860392a2b7b0ba954b0cd16ffd8c360a1f2b,0.0,0.710654,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,28,33e3bc2dc011e79c047553153b1ab176c6a08f923af245ec,0.0,0.710743,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,30,40de6f6c353c080845a8ea644039e9ba83cd481d3745395b,0.0,0.710686,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,32,47ed89f40cae521df8767b1b7077fe9c547c10fd8bf1c6b2,0.0,0.71072,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
table1_pair6_llama32_abliterated_deepseek3b,twowikimqa,ReKV-w16 r=0.7,34,0ef1c3ac6b07212a6d5a91bfab2c12f2823412f10f667616,0.0,0.710651,receiver_or_evidence_failure,snapshots/table1_pair6_llama32_abliterated_deepseek3b/twowikimqa/mtc_receiver/recv_w16_r0.7_0625_1630
